store_id,management_group_id,first_category_id,second_category_id,third_category_id,product_id,dt,sale_amount,stock_hour6_22_cnt,discount,holiday_flag,activity_flag,precpt,avg_temperature,avg_humidity,avg_wind_level,year,month,day,weekday
148,5,18,80,86,11,2024-04-26,0.2,0,0.833,0,1,3.4511,19.99,78.55,1.45,2024,4,26,Friday
18,5,16,25,99,634,2024-04-05,0.7,12,0.887,1,1,1.7175,16.94,72.13,1.41,2024,4,5,Friday
74,6,20,50,170,6,2024-04-12,0.8,7,0.928,0,0,2.6677,16.8,82.37,1.68,2024,4,12,Friday
149,6,4,28,167,843,2024-04-14,0.5,8,0.902,1,1,2.8436,17.8,81.21,1.74,2024,4,14,Sunday
151,6,4,28,1,117,2024-06-23,4.2,5,1.0,1,0,10.2545,26.99,84.75,1.32,2024,6,23,Sunday
135,2,31,79,227,0,2024-04-05,4.3,8,1.0,1,0,1.9106,16.24,71.97,1.46,2024,4,5,Friday
96,3,25,71,213,668,2024-05-18,0.7,0,1.0,1,0,0.9001,23.14,73.4,1.43,2024,5,18,Saturday
131,5,15,43,88,525,2024-05-04,0.2,0,1.0,1,0,2.8557,20.83,75.51,1.85,2024,5,4,Saturday
57,6,4,28,81,213,2024-05-10,0.8,1,1.0,0,0,1.6724,20.94,71.34,1.5,2024,5,10,Friday
2,6,4,28,10,140,2024-05-31,0.4,0,0.663,0,1,2.2579,23.51,67.35,1.59,2024,5,31,Friday
56,6,24,66,199,370,2024-04-24,1.2,0,1.0,0,0,0.7635,19.73,75.23,1.36,2024,4,24,Wednesday
84,5,15,43,88,684,2024-03-31,0.4,6,1.0,1,0,1.2182,15.41,77.61,1.61,2024,3,31,Sunday
59,5,16,25,105,290,2024-05-15,0.4,0,1.0,0,0,1.4273,21.85,63.99,1.79,2024,5,15,Wednesday
67,2,29,78,157,600,2024-05-29,0.7,0,0.921,0,1,0.8084,22.51,63.38,1.71,2024,5,29,Wednesday
58,6,8,29,113,108,2024-05-04,0.2,0,1.0,1,0,2.7333,21.76,69.94,1.55,2024,5,4,Saturday
55,6,4,28,179,207,2024-06-06,0.4,14,0.869,0,1,0.7993,24.58,73.21,1.82,2024,6,6,Thursday
150,2,31,79,128,387,2024-06-03,0.8,0,0.926,0,0,2.8483,24.16,73.76,2.14,2024,6,3,Monday
55,5,16,26,96,345,2024-06-08,0.5,11,1.0,1,0,2.3714,25.13,74.45,1.64,2024,6,8,Saturday
2,5,16,25,101,422,2024-04-30,0.4,0,1.0,0,0,3.2018,19.81,73.48,1.66,2024,4,30,Tuesday
34,6,4,28,10,79,2024-05-05,0.7,8,0.843,1,1,2.7059,20.76,73.86,1.53,2024,5,5,Sunday
137,1,7,16,44,830,2024-06-09,0.0,0,0.9120000004768372,1,0,5.3486,25.77,77.29,1.45,2024,6,9,Sunday
128,2,29,78,82,4,2024-05-05,6.3,1,0.879,1,0,2.7086,20.67,74.05,1.62,2024,5,5,Sunday
19,6,4,28,168,810,2024-04-24,0.8,0,1.0,0,0,0.7633,18.88,75.26,1.34,2024,4,24,Wednesday
58,3,11,62,182,548,2024-06-04,0.5,0,1.0,0,0,1.46,24.23,69.88,1.66,2024,6,4,Tuesday
131,2,29,76,60,596,2024-06-14,1.8,6,0.933,0,0,5.3093,25.78,82.23,1.77,2024,6,14,Friday
0,6,20,50,59,567,2024-05-20,1.2,0,0.781,0,1,0.8932,22.24,72.51,1.69,2024,5,20,Monday
56,6,4,53,58,578,2024-05-18,1.1,4,1.0,1,0,1.7796,23.36,71.82,1.54,2024,5,18,Saturday
148,2,31,79,121,110,2024-04-12,0.8,5,1.0,0,0,2.7011,17.77,82.81,1.61,2024,4,12,Friday
55,6,4,28,81,19,2024-05-31,1.8,0,1.0,0,0,2.4603,23.1,67.3,1.84,2024,5,31,Friday
56,6,20,58,172,127,2024-06-12,0.4,0,0.948,0,0,6.5272,26.15,79.84,1.64,2024,6,12,Wednesday
129,2,29,78,82,4,2024-05-05,10.3,0,0.891,1,0,2.4641,20.85,75.69,1.38,2024,5,5,Sunday
115,6,21,61,215,222,2024-05-08,0.5,0,1.0,0,0,0.8384,21.66,64.55,1.68,2024,5,8,Wednesday
93,5,16,25,105,310,2024-04-16,1.0,0,1.0,0,0,2.6248,18.47,74.5,1.32,2024,4,16,Tuesday
100,6,4,28,149,215,2024-06-16,4.1,1,0.61,1,1,8.0237,26.81,80.76,1.46,2024,6,16,Sunday
18,6,4,53,58,23,2024-06-17,1.7,3,0.684,0,1,7.8615,27.29,77.85,1.57,2024,6,17,Monday
142,0,5,5,6,768,2024-04-27,0.3,0,0.559,1,0,2.712,19.81,78.95,1.41,2024,4,27,Saturday
148,6,20,47,140,476,2024-04-29,0.5,9,1.0,0,0,3.8701,20.24,78.1,1.61,2024,4,29,Monday
18,5,18,80,111,764,2024-05-23,0.9,0,0.915,0,0,1.3121,23.99,66.49,1.39,2024,5,23,Thursday
129,6,20,58,172,127,2024-05-28,0.6,0,1.0,0,0,1.2831,22.49,71.85,1.48,2024,5,28,Tuesday
129,6,4,28,167,775,2024-05-20,1.6,4,0.75,0,1,1.8134,22.45,74.83,1.46,2024,5,20,Monday
118,2,31,79,22,373,2024-06-10,1.0,4,0.852,1,1,2.5655,25.66,75.46,1.66,2024,6,10,Monday
60,2,31,79,121,110,2024-06-18,1.0,5,1.0,0,0,12.9626,26.47,84.99,1.66,2024,6,18,Tuesday
104,6,10,33,181,129,2024-06-21,0.0,16,1.0,0,0,5.2193,27.17,82.11,1.64,2024,6,21,Friday
118,6,4,28,131,190,2024-06-19,1.6,0,1.0,0,0,15.6197,25.19,85.63,1.57,2024,6,19,Wednesday
0,6,21,64,19,691,2024-06-12,4.5,0,0.833,0,1,5.4862,25.77,80.3,1.5,2024,6,12,Wednesday
57,6,8,29,113,76,2024-05-27,2.7,2,0.99,0,0,2.1217,22.87,72.17,1.73,2024,5,27,Monday
143,1,7,17,46,473,2024-05-24,0.7,0,0.863,0,1,0.3751,23.59,66.5,1.66,2024,5,24,Friday
148,5,16,25,101,496,2024-05-10,0.4,4,0.853,0,1,1.6787,20.94,71.42,1.5,2024,5,10,Friday
146,5,16,25,105,290,2024-05-24,0.27,0,1.0,0,0,0.3749,22.98,66.52,2.07,2024,5,24,Friday
137,6,4,28,167,135,2024-04-12,1.0,0,0.922,0,1,4.7287,17.38,80.3,1.58,2024,4,12,Friday
1,3,11,35,71,829,2024-06-01,0.4,7,1.0,1,0,1.9156,23.58,70.21,1.32,2024,6,1,Saturday
95,6,20,58,172,127,2024-06-21,0.9,0,0.948,0,0,5.7042,26.73,84.52,1.52,2024,6,21,Friday
131,6,4,28,216,94,2024-06-12,0.4,4,0.858,0,1,2.8142,25.15,82.62,1.57,2024,6,12,Wednesday
41,6,4,28,131,190,2024-04-11,1.7,5,1.0,0,0,2.8221,17.46,78.44,1.83,2024,4,11,Thursday
2,2,0,21,221,686,2024-06-03,0.4,0,0.967,0,0,2.6421,23.48,73.64,2.14,2024,6,3,Monday
140,6,4,53,77,41,2024-05-09,1.1,0,1.0,0,0,1.0738,21.49,68.86,1.57,2024,5,9,Thursday
60,6,21,64,184,806,2024-04-15,0.6,0,1.0,0,0,2.857,18.45,81.03,1.67,2024,4,15,Monday
84,2,29,76,60,596,2024-04-11,1.5,4,0.926,0,0,2.6123,17.36,78.49,2.11,2024,4,11,Thursday
145,6,4,28,180,118,2024-04-27,2.5,8,0.712,1,1,3.4809,19.47,83.79,1.62,2024,4,27,Saturday
91,2,29,76,60,452,2024-05-30,0.1,5,1.0,0,1,1.2905,22.88,67.46,1.91,2024,5,30,Thursday
126,2,29,76,60,740,2024-04-05,0.9,5,1.0,1,0,1.7058,17.08,72.21,1.41,2024,4,5,Friday
62,6,4,28,180,240,2024-05-09,0.6,0,1.0,0,0,0.293,21.82,67.4,1.56,2024,5,9,Thursday
100,6,20,68,63,486,2024-04-21,2.1,9,0.688,1,1,1.572,19.53,74.5,1.51,2024,4,21,Sunday
95,6,4,28,216,71,2024-05-01,2.0,9,0.893,1,1,2.3674,20.05,79.86,1.28,2024,5,1,Wednesday
18,6,4,53,77,774,2024-05-17,1.2,0,1.0,0,0,0.6117,23.44,70.25,1.55,2024,5,17,Friday
1,4,27,0,0,816,2024-04-07,0.3,11,0.977,0,0,2.0327,16.54,79.63,1.23,2024,4,7,Sunday
2,6,21,64,184,806,2024-04-23,1.0,4,1.0,0,0,1.3094,18.82,76.58,1.5,2024,4,23,Tuesday
109,5,16,25,103,296,2024-04-08,0.6,11,0.84,0,1,1.2692,16.18,77.32,1.86,2024,4,8,Monday
137,6,4,28,149,215,2024-04-10,1.7,6,0.762,0,1,2.2484,17.08,75.7,1.92,2024,4,10,Wednesday
131,5,16,25,101,422,2024-04-03,0.8,0,1.0,0,0,2.1451,15.77,77.02,1.53,2024,4,3,Wednesday
95,5,22,81,56,783,2024-05-07,1.2,0,0.798,0,1,0.7222,21.34,75.53,1.33,2024,5,7,Tuesday
18,6,8,29,114,78,2024-04-04,0.4,0,0.943,1,0,0.9605,16.96,74.25,1.34,2024,4,4,Thursday
121,4,27,0,0,816,2024-05-19,0.4,1,1.0,1,0,1.8286,23.95,75.17,1.4,2024,5,19,Sunday
121,6,4,28,81,70,2024-04-20,4.4,4,1.0,1,0,2.6646,19.09,80.9,1.76,2024,4,20,Saturday
142,6,24,66,199,370,2024-06-11,0.6,14,1.0,0,0,6.3941,25.36,78.9,1.57,2024,6,11,Tuesday
104,6,20,58,172,127,2024-04-01,0.2,0,1.0,0,0,3.3341,15.79,77.86,1.35,2024,4,1,Monday
109,6,4,53,77,41,2024-05-07,1.0,0,1.0,0,0,0.537,20.61,68.14,1.41,2024,5,7,Tuesday
137,6,24,69,78,481,2024-05-11,4.9,6,0.996,1,0,2.1752,21.24,71.84,1.48,2024,5,11,Saturday
142,6,10,33,186,427,2024-05-18,1.6,0,0.75,1,1,0.8977,23.14,73.33,1.43,2024,5,18,Saturday
148,6,20,50,183,822,2024-05-30,0.2,0,1.0,0,0,1.3636,23.23,70.84,1.77,2024,5,30,Thursday
131,2,29,76,231,379,2024-04-16,0.2,15,1.0,0,0,3.08,18.11,77.97,1.74,2024,4,16,Tuesday
55,5,16,25,103,296,2024-05-07,1.1,0,0.828,0,1,0.7405,20.65,68.27,1.44,2024,5,7,Tuesday
57,6,21,64,184,806,2024-06-11,0.2,8,1.0,0,0,5.3674,25.2,81.41,1.57,2024,6,11,Tuesday
134,2,29,76,60,452,2024-05-15,0.4,5,0.885,0,1,1.4314,22.63,63.84,1.69,2024,5,15,Wednesday
100,6,4,53,58,578,2024-04-06,0.9,12,1.0,1,0,2.3883,16.58,78.66,1.97,2024,4,6,Saturday
74,5,16,25,103,631,2024-05-23,0.6,6,1.0,0,0,2.053,23.07,72.04,1.86,2024,5,23,Thursday
121,2,29,76,60,596,2024-05-07,1.1,0,0.87,0,1,0.768,21.09,74.23,1.26,2024,5,7,Tuesday
8,6,4,53,77,41,2024-05-01,1.4,0,0.833,1,1,2.295,19.66,73.45,1.18,2024,5,1,Wednesday
140,6,20,50,2,104,2024-06-08,3.9,4,0.57,1,1,3.9586,25.14,75.7,1.52,2024,6,8,Saturday
96,2,30,75,191,699,2024-06-13,0.5,12,1.0,0,0,6.5015,26.24,78.79,1.52,2024,6,13,Thursday
140,6,21,64,184,806,2024-05-07,0.6,0,1.0,0,0,0.8222,20.78,72.68,1.39,2024,5,7,Tuesday
60,6,20,50,170,6,2024-04-30,0.4,9,0.752,0,1,2.7412,20.06,77.85,1.55,2024,4,30,Tuesday
46,5,16,27,104,635,2024-05-22,0.4,1,0.883,0,0,1.3153,21.82,72.73,1.65,2024,5,22,Wednesday
128,6,4,53,58,23,2024-04-26,0.5,0,1.0,0,0,2.3272,20.33,72.28,1.22,2024,4,26,Friday
149,5,16,27,98,291,2024-05-27,1.0,4,0.887,0,1,2.3848,22.74,70.25,1.8,2024,5,27,Monday
146,5,16,25,105,310,2024-04-03,0.5,0,1.0,0,0,1.724,16.2,76.19,1.46,2024,4,3,Wednesday
128,6,20,50,2,104,2024-06-22,4.4,5,0.668,1,1,7.9294,27.22,82.22,1.43,2024,6,22,Saturday
95,3,14,40,146,793,2024-05-19,0.4,1,0.907,1,0,1.7454,24.19,81.08,1.43,2024,5,19,Sunday
81,6,10,33,181,129,2024-06-25,1.4,0,1.0,0,0,12.1926,28.38,84.48,1.57,2024,6,25,Tuesday
59,6,4,28,168,810,2024-05-01,1.2,6,1.0,1,0,2.3237,19.65,73.48,1.18,2024,5,1,Wednesday
0,0,28,72,154,834,2024-04-09,1.6,10,1.0,0,0,3.8433,17.06,77.5,1.7,2024,4,9,Tuesday
121,5,16,25,103,631,2024-05-26,0.8,0,1.0,1,0,1.0595,23.25,72.04,1.78,2024,5,26,Sunday
145,5,16,27,97,250,2024-03-30,0.6,0,1.0,1,1,1.6328,15.52,82.08,1.75,2024,3,30,Saturday
109,6,4,53,58,578,2024-05-17,1.0,0,1.0,0,0,0.612,22.8,70.31,2.11,2024,5,17,Friday
41,5,18,80,109,194,2024-05-17,0.3,3,0.967,0,0,0.6136,22.51,70.55,1.66,2024,5,17,Friday
144,6,4,28,180,118,2024-05-07,2.1,0,0.712,0,1,0.7429,20.65,68.29,1.44,2024,5,7,Tuesday
46,5,16,25,94,247,2024-05-24,0.8,4,0.832,0,1,0.6886,22.49,72.57,1.66,2024,5,24,Friday
143,6,21,64,123,489,2024-04-16,0.4,0,1.0,0,0,2.6239,18.47,74.5,1.32,2024,4,16,Tuesday
142,6,20,50,2,104,2024-06-05,1.5,12,0.557,0,1,1.2084,24.36,76.49,1.78,2024,6,5,Wednesday
104,6,4,53,58,23,2024-06-11,0.2,0,1.0,0,0,5.6905,25.69,76.16,1.64,2024,6,11,Tuesday
137,4,23,10,17,644,2024-06-20,1.0,7,0.623,0,1,9.7223,27.56,86.89,1.91,2024,6,20,Thursday
84,6,4,28,149,215,2024-04-08,1.3,11,0.968,0,0,1.2683,16.18,77.32,1.86,2024,4,8,Monday
132,6,4,28,179,207,2024-05-27,0.9,6,0.869,0,1,2.0486,22.04,71.64,1.59,2024,5,27,Monday
95,5,22,81,56,783,2024-04-29,1.0,10,0.833,0,1,2.3406,20.2,81.6,1.32,2024,4,29,Monday
126,5,16,25,103,296,2024-06-21,1.0,4,0.851,0,1,5.2259,27.03,82.18,1.43,2024,6,21,Friday
118,6,4,28,174,608,2024-04-30,0.6,0,1.0,0,0,2.6897,19.76,76.74,1.6,2024,4,30,Tuesday
60,6,8,29,116,480,2024-05-10,0.5,0,1.0,0,0,1.6772,20.94,71.4,1.5,2024,5,10,Friday
58,6,4,28,10,79,2024-04-19,0.4,0,0.764,0,1,1.4892,18.97,75.36,1.73,2024,4,19,Friday
134,6,21,61,215,222,2024-04-11,0.4,0,1.0,0,0,2.8215,18.16,78.32,1.9,2024,4,11,Thursday
67,2,31,79,230,549,2024-05-18,1.6,0,1.0,1,0,0.8907,22.7,71.81,1.47,2024,5,18,Saturday
96,6,10,38,173,672,2024-06-22,0.8,0,1.0,1,0,9.5604,26.87,84.09,1.57,2024,6,22,Saturday
142,6,20,50,59,166,2024-06-20,0.8800000000000001,0,1.0,0,0,10.4345,27.34,85.5,1.73,2024,6,20,Thursday
84,5,16,25,103,631,2024-04-23,1.2,0,0.908,0,1,0.8975,18.65,76.7,1.95,2024,4,23,Tuesday
41,0,28,72,154,834,2024-04-19,1.8,3,1.0,0,0,1.2884,18.39,75.08,1.71,2024,4,19,Friday
61,6,8,29,114,218,2024-06-15,0.4,0,1.0,1,0,7.1514,26.03,78.23,2.05,2024,6,15,Saturday
118,6,8,29,113,200,2024-06-04,0.8,9,1.0,0,0,1.3507,24.47,73.62,1.86,2024,6,4,Tuesday
58,6,24,69,78,481,2024-05-10,1.3,0,0.987,0,0,1.6181,21.0,65.03,1.34,2024,5,10,Friday
57,2,29,76,60,596,2024-04-18,1.3,0,0.926,0,0,1.2874,18.74,79.75,1.83,2024,4,18,Thursday
61,5,16,27,97,424,2024-05-31,0.3,0,1.0,0,0,2.2555,23.93,67.39,1.8,2024,5,31,Friday
41,6,4,28,168,554,2024-05-27,0.5,0,1.0,0,0,2.11,22.54,67.01,1.86,2024,5,27,Monday
46,5,16,27,100,293,2024-05-14,0.3,0,1.0,0,0,2.1944,21.06,71.92,2.21,2024,5,14,Tuesday
144,6,4,28,149,215,2024-05-08,2.3,6,0.75,0,1,0.8385,20.87,64.79,2.25,2024,5,8,Wednesday
148,5,18,80,86,11,2024-06-15,1.9,0,0.839,1,1,10.7427,25.81,82.66,1.59,2024,6,15,Saturday
18,6,4,28,174,608,2024-05-27,0.3,10,1.0,0,0,2.1251,23.32,66.48,2.14,2024,5,27,Monday
128,6,10,38,173,682,2024-04-14,2.3,0,0.807,1,1,3.4438,17.72,77.97,1.73,2024,4,14,Sunday
147,6,21,64,184,806,2024-05-19,0.9,0,1.0,1,0,1.8296,23.95,75.18,1.4,2024,5,19,Sunday
61,6,4,28,81,70,2024-06-06,1.9,7,1.0,0,0,0.7987,25.36,73.05,1.77,2024,6,6,Thursday
0,6,4,28,81,21,2024-04-06,0.5,0,1.0,1,0,2.4001,16.72,78.42,1.67,2024,4,6,Saturday
118,6,8,29,113,105,2024-06-16,0.3,0,1.0,1,0,9.1546,27.23,80.39,1.46,2024,6,16,Sunday
95,6,4,53,77,90,2024-06-01,0.0,16,1.0,1,0,1.7559,24.03,76.62,1.34,2024,6,1,Saturday
41,6,4,28,81,70,2024-04-29,3.9,0,1.0,0,0,2.372,19.75,76.32,1.44,2024,4,29,Monday
41,6,21,61,16,74,2024-06-14,0.7,6,0.983,0,0,6.4886,26.67,78.59,1.84,2024,6,14,Friday
119,2,31,79,230,688,2024-04-15,0.6,7,0.849,0,1,2.4393,17.86,76.32,1.65,2024,4,15,Monday
150,2,30,75,191,699,2024-05-25,1.0,0,0.857,1,1,1.0091,24.25,66.55,1.91,2024,5,25,Saturday
119,5,15,43,88,684,2024-06-16,1.1,6,0.719,1,1,8.0511,26.7,80.7,1.52,2024,6,16,Sunday
2,2,0,21,221,686,2024-04-01,0.4,1,0.882,0,1,3.334,16.01,77.82,1.25,2024,4,1,Monday
59,0,5,5,6,768,2024-06-16,0.9,0,0.61,1,0,8.0506,26.41,82.18,1.59,2024,6,16,Sunday
112,6,4,28,81,70,2024-04-08,2.5,7,1.0,0,0,1.2705,16.18,77.33,1.86,2024,4,8,Monday
58,6,4,28,161,136,2024-06-09,1.1,0,0.79,1,1,5.2427,26.58,76.3,1.46,2024,6,9,Sunday
100,5,18,80,112,765,2024-05-06,0.6,6,0.933,0,1,1.6556,20.75,70.48,1.61,2024,5,6,Monday
53,2,31,79,227,31,2024-04-07,0.8,7,1.0,0,0,1.6925,17.3,79.37,1.2,2024,4,7,Sunday
57,6,10,38,173,682,2024-05-11,1.4,0,0.686,1,1,1.79,21.42,71.99,1.68,2024,5,11,Saturday
137,6,4,28,81,19,2024-04-15,1.7,9,0.649,0,1,2.4393,17.86,76.31,1.65,2024,4,15,Monday
18,5,15,43,88,525,2024-05-08,0.1,0,1.0,0,0,0.8359,21.84,64.48,1.87,2024,5,8,Wednesday
41,5,16,25,103,296,2024-05-08,1.7,8,0.828,0,1,0.8382,20.87,64.79,2.25,2024,5,8,Wednesday
53,5,16,25,101,422,2024-05-24,0.3,0,1.0,0,0,0.3744,23.39,66.64,1.59,2024,5,24,Friday
8,6,20,68,176,769,2024-05-07,0.3,14,0.724,0,1,0.743,20.64,68.29,1.44,2024,5,7,Tuesday
148,5,22,81,56,783,2024-06-17,0.7,0,0.848,0,1,10.8968,26.84,82.8,1.43,2024,6,17,Monday
19,6,21,61,16,439,2024-04-18,0.2,0,1.0,0,0,0.9328,18.11,75.16,1.71,2024,4,18,Thursday
104,5,16,25,94,638,2024-04-25,0.8,6,0.836,0,1,3.8278,20.28,74.75,1.48,2024,4,25,Thursday
121,6,4,28,81,70,2024-04-29,3.7,5,1.0,0,0,3.8605,20.23,78.15,1.61,2024,4,29,Monday
134,2,29,76,60,740,2024-04-02,1.0,7,1.0,0,0,3.2162,16.6,76.3,1.96,2024,4,2,Tuesday
93,6,4,28,81,21,2024-04-26,0.7,0,1.0,0,0,2.3276,20.33,72.29,1.22,2024,4,26,Friday
41,6,20,58,172,223,2024-04-29,0.8,0,0.851,0,1,2.372,19.75,76.32,1.44,2024,4,29,Monday
147,6,21,64,19,691,2024-04-17,6.1,6,1.0,0,0,1.3521,18.92,76.79,1.82,2024,4,17,Wednesday
12,6,4,28,168,810,2024-05-14,1.0,0,1.0,0,0,2.2493,21.78,69.26,2.19,2024,5,14,Tuesday
151,5,16,27,104,292,2024-05-02,1.3,0,0.869,1,1,1.3291,20.32,73.23,1.85,2024,5,2,Thursday
144,6,4,28,167,843,2024-06-06,0.3,0,0.913,0,0,0.7979,24.65,73.05,1.77,2024,6,6,Thursday
41,6,4,28,168,554,2024-06-14,0.3,0,0.699,0,1,6.4886,26.67,78.59,1.84,2024,6,14,Friday
2,5,18,80,109,194,2024-04-20,0.5,11,0.967,1,0,1.5954,19.17,75.25,1.64,2024,4,20,Saturday
134,5,16,25,103,296,2024-05-01,0.7,5,0.828,1,1,2.3002,20.42,73.45,1.14,2024,5,1,Wednesday
151,5,16,25,103,296,2024-05-12,1.6,5,0.794,1,1,0.6045,21.59,65.66,1.08,2024,5,12,Sunday
115,2,31,79,128,387,2024-05-11,0.7,0,1.0,1,0,2.1748,21.67,71.77,1.35,2024,5,11,Saturday
118,6,20,47,140,476,2024-03-28,0.1,7,1.0,0,0,3.0225,15.98,80.69,1.46,2024,3,28,Thursday
134,3,11,35,71,829,2024-04-04,0.7,0,1.0,1,0,0.9553,16.86,74.23,1.41,2024,4,4,Thursday
1,6,4,28,168,810,2024-05-22,1.2,0,1.0,0,0,1.7351,22.5,67.04,1.41,2024,5,22,Wednesday
137,5,16,27,104,292,2024-06-12,2.2,4,1.0,0,0,5.4841,25.59,80.73,1.43,2024,6,12,Wednesday
18,6,21,61,223,93,2024-06-06,0.7,0,0.85,0,1,0.8122,25.36,73.16,1.51,2024,6,6,Thursday
55,6,21,61,223,93,2024-04-23,0.7,0,0.85,0,1,1.4582,18.17,76.69,1.77,2024,4,23,Tuesday
148,5,16,27,104,635,2024-04-21,1.6,0,0.701,1,1,1.6461,19.98,79.7,1.37,2024,4,21,Sunday
81,2,29,78,82,4,2024-04-14,8.3,5,0.799,1,1,3.4501,16.65,78.33,2.31,2024,4,14,Sunday
134,3,14,40,146,793,2024-05-12,0.2,0,1.0,1,1,0.6064,22.37,65.73,1.18,2024,5,12,Sunday
46,6,4,28,216,94,2024-06-19,1.3,0,0.89,0,1,14.3837,24.73,86.14,1.5,2024,6,19,Wednesday
19,6,20,58,74,728,2024-06-10,1.0,3,0.902,1,0,5.1579,25.66,75.8,1.59,2024,6,10,Monday
118,5,16,27,100,630,2024-04-15,0.4,2,0.768,0,1,2.6341,18.2,79.59,1.75,2024,4,15,Monday
34,6,24,66,199,370,2024-04-06,0.7,0,1.0,1,0,2.8097,17.4,78.28,1.37,2024,4,6,Saturday
129,6,4,28,168,810,2024-06-23,2.6,5,0.8,1,1,13.008,27.29,86.43,1.32,2024,6,23,Sunday
84,5,16,25,101,422,2024-05-01,0.5,7,0.85,1,1,2.3185,19.78,73.69,1.63,2024,5,1,Wednesday
119,0,5,7,66,802,2024-06-05,0.1,0,1.0,0,0,1.9208,24.1,71.82,1.57,2024,6,5,Wednesday
0,6,8,29,113,201,2024-04-11,0.3,0,1.0,0,0,2.8229,17.47,78.42,1.83,2024,4,11,Thursday
126,5,18,80,86,11,2024-06-04,0.5,0,1.0,0,0,1.4645,24.67,70.01,1.66,2024,6,4,Tuesday
57,6,20,58,172,127,2024-04-15,0.1,8,1.0,0,0,2.8581,18.45,81.05,1.68,2024,4,15,Monday
24,6,20,68,127,122,2024-05-11,0.6,5,0.967,1,0,2.175,21.87,71.77,1.28,2024,5,11,Saturday
59,6,4,53,156,26,2024-05-17,0.97,0,0.909,0,1,0.6119,22.5,70.45,1.66,2024,5,17,Friday
18,6,21,61,16,61,2024-06-03,0.2,0,1.0,0,0,2.8377,24.12,73.58,2.0,2024,6,3,Monday
131,6,8,29,114,193,2024-05-03,0.8,11,0.837,1,1,1.7862,20.4,76.82,1.75,2024,5,3,Friday
61,6,4,53,58,23,2024-05-24,0.6,0,1.0,0,0,0.3751,23.31,66.86,1.77,2024,5,24,Friday
19,6,4,28,142,351,2024-06-12,0.7,0,1.0,0,0,5.4629,25.7,80.56,1.62,2024,6,12,Wednesday
137,6,10,33,181,129,2024-05-25,0.6,12,1.0,1,0,1.009,23.22,67.25,1.98,2024,5,25,Saturday
129,6,10,57,205,729,2024-05-08,0.7,5,1.0,0,0,0.8997,21.52,72.54,1.52,2024,5,8,Wednesday
35,3,14,40,146,793,2024-05-19,1.1,0,0.966,1,0,2.2912,23.59,73.33,2.32,2024,5,19,Sunday
140,6,20,50,2,104,2024-04-05,1.2,0,1.0,1,0,1.5819,16.59,73.87,1.47,2024,4,5,Friday
147,1,7,17,51,362,2024-04-17,0.0,16,1.0,0,0,1.3521,18.92,76.79,1.82,2024,4,17,Wednesday
1,6,21,61,224,60,2024-03-31,0.5,0,1.0,1,0,1.5592,16.14,77.34,1.76,2024,3,31,Sunday
61,6,4,28,81,70,2024-04-28,3.2,5,1.0,1,0,3.1533,21.36,76.42,1.61,2024,4,28,Sunday
84,6,4,28,167,775,2024-06-18,1.9,9,0.569,0,1,13.0674,26.33,81.76,1.57,2024,6,18,Tuesday
46,5,15,43,88,525,2024-06-15,0.4,7,0.85,1,1,10.2609,25.03,83.16,1.71,2024,6,15,Saturday
140,6,21,61,16,74,2024-05-10,0.5,7,1.0,0,0,1.9782,20.87,69.26,1.55,2024,5,10,Friday
29,6,21,61,16,628,2024-05-29,0.1,0,0.85,0,1,0.8081,22.51,62.92,1.71,2024,5,29,Wednesday
137,1,7,16,44,830,2024-05-03,0.4,0,1.0,1,0,2.093,20.49,74.04,1.46,2024,5,3,Friday
84,6,4,28,81,21,2024-06-15,0.7,9,1.0,1,0,7.1302,26.2,78.01,2.32,2024,6,15,Saturday
142,6,10,38,173,672,2024-06-11,0.3,8,0.712,0,1,6.3941,25.36,78.9,1.57,2024,6,11,Tuesday
145,6,24,51,153,419,2024-05-19,1.0,0,1.0,1,0,1.1964,22.68,81.22,1.6,2024,5,19,Sunday
8,6,10,33,160,650,2024-05-16,0.2,0,0.858,0,1,2.0526,22.63,68.38,1.86,2024,5,16,Thursday
62,6,4,28,168,554,2024-06-15,1.9,6,0.743,1,1,7.1498,26.24,77.91,1.77,2024,6,15,Saturday
128,6,8,8,9,629,2024-04-07,1.2,6,0.881,0,1,1.6287,17.13,79.33,1.18,2024,4,7,Sunday
55,5,18,80,109,194,2024-05-31,1.0,4,1.0,0,0,2.4603,23.1,67.3,1.84,2024,5,31,Friday
112,6,10,33,160,650,2024-05-17,0.3,0,1.0,0,0,0.6135,22.8,70.41,2.11,2024,5,17,Friday
0,2,29,76,60,596,2024-06-14,1.4,5,0.933,0,0,6.4905,26.92,77.55,1.77,2024,6,14,Friday
118,2,31,79,121,110,2024-05-24,0.3,0,1.0,0,0,0.6799,23.15,70.36,1.52,2024,5,24,Friday
91,5,18,45,93,374,2024-04-01,0.4,0,1.0,0,0,3.5369,15.37,78.29,1.25,2024,4,1,Monday
128,2,29,76,231,379,2024-03-29,0.3,10,1.0,0,0,3.0205,15.68,76.55,1.31,2024,3,29,Friday
118,5,16,27,104,292,2024-04-17,3.4,1,0.846,0,1,1.5898,18.66,75.45,1.68,2024,4,17,Wednesday
131,6,20,68,127,122,2024-06-08,3.7,2,1.0,1,0,4.3334,24.01,78.97,1.77,2024,6,8,Saturday
